L1	L2	L3	ID
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K20340
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K20487
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K20488
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K20971
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K20972
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K20973
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K20974
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K20975
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K20976
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K20977
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K21603
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K22010
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K22067
Brite Hierarchies	Viral protein families	Viral proteins [BR:ko03200]	K07132
Brite Hierarchies	Viral protein families	Viral proteins [BR:ko03200]	K21313
Cellular Processes	Cell growth and death	Apoptosis - fly [PATH:ko04214]	K03386
Cellular Processes	Cell growth and death	Apoptosis - fly [PATH:ko04214]	K05770
Cellular Processes	Cell growth and death	Apoptosis - fly [PATH:ko04214]	K08738
Cellular Processes	Cell growth and death	Apoptosis - multiple species [PATH:ko04215]	K08738
Cellular Processes	Cell growth and death	Apoptosis [PATH:ko04210]	K01173
Cellular Processes	Cell growth and death	Apoptosis [PATH:ko04210]	K01365
Cellular Processes	Cell growth and death	Apoptosis [PATH:ko04210]	K01371
Cellular Processes	Cell growth and death	Apoptosis [PATH:ko04210]	K03237
Cellular Processes	Cell growth and death	Apoptosis [PATH:ko04210]	K08738
Cellular Processes	Cell growth and death	Apoptosis [PATH:ko04210]	K10798
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K01338
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K01358
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K02313
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K02314
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K02488
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K02563
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K02651
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K03531
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K03544
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K03588
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K03589
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K03590
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K06985
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K07716
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K11357
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K11443
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K11749
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K13581
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K13582
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K13583
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K13584
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K13587
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K13588
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K13589
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K13590
Cellular Processes	Cell growth and death	Cell cycle [PATH:ko04110]	K04802
Cellular Processes	Cell growth and death	Ferroptosis [PATH:ko04216]	K00657
Cellular Processes	Cell growth and death	Ferroptosis [PATH:ko04216]	K01897
Cellular Processes	Cell growth and death	Meiosis - yeast [PATH:ko04113]	K01768
Cellular Processes	Cell growth and death	Meiosis - yeast [PATH:ko04113]	K08139
Cellular Processes	Cell growth and death	Necroptosis [PATH:ko04217]	K00261
Cellular Processes	Cell growth and death	Necroptosis [PATH:ko04217]	K00688
Cellular Processes	Cell growth and death	Necroptosis [PATH:ko04217]	K01915
Cellular Processes	Cell growth and death	Necroptosis [PATH:ko04217]	K03767
Cellular Processes	Cell growth and death	Necroptosis [PATH:ko04217]	K04079
Cellular Processes	Cell growth and death	Necroptosis [PATH:ko04217]	K12196
Cellular Processes	Cell growth and death	p53 signaling pathway [PATH:ko04115]	K08738
Cellular Processes	Cell growth and death	p53 signaling pathway [PATH:ko04115]	K10133
Cellular Processes	Cell growth and death	p53 signaling pathway [PATH:ko04115]	K22745
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K00575
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K02410
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K02416
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K02417
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K02556
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K02557
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K03406
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K03407
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K03408
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K03409
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K03410
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K03411
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K03412
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K03413
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K03414
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K03415
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K03776
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K05874
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K05875
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K05876
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K05877
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K10108
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K10439
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K10540
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K12368
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K13924
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02386
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02387
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02388
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02389
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02390
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02391
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02392
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02393
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02394
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02395
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02396
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02397
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02398
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02399
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02400
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02401
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02402
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02403
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02405
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02406
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02407
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02408
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02409
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02410
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02411
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02412
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02413
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02414
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02415
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02416
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02417
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02418
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02419
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02420
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02421
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02422
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02423
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02424
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02425
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02556
