L1	L2	L3	ID
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23360
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23361
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23448
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23467
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23475
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23476
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23508
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23509
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23511
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23535
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23536
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23537
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23541
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23545
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23546
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23547
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23674
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23675
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23676
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23677
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23991
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23993
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K23994
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K24040
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K24160
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K24163
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K24180
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K24206
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K24620
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K24708
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K24709
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K24710
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K24711
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K24712
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K24713
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K24821
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K24846
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K24915
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K24948
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K24949
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K24950
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K24985
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K24986
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K24987
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K24988
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25027
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25028
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25034
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25062
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25063
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25064
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25067
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25068
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25069
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25086
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25087
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25088
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25089
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25096
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25097
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25098
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25103
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25109
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25110
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25111
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25113
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25114
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25115
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25116
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25118
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25119
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25120
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25121
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25132
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25133
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25140
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25141
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25142
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25143
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25144
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25147
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25148
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25149
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25150
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25151
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25152
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25153
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25154
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25155
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25156
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25157
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25158
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25159
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25169
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K25170
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K00936
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02475
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02476
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02477
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02478
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02479
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02480
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02481
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02482
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02483
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02484
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02485
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02486
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02488
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02490
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02491
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02657
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02658
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02667
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02668
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K03407
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K03412
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K03413
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K03415
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K06596
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K06597
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07183
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07636
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07637
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07638
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07639
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07640
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07641
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07642
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07643
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07644
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07645
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07646
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07647
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07648
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07649
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07650
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07651
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07652
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07653
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07654
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07656
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07657
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07658
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07659
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07660
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07661
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07662
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07663
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07664
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07665
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07666
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07667
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07668
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07669
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07670
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07671
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07672
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07673
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07674
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07675
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07676
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07677
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07678
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07679
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07680
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07681
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07682
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07683
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07684
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07685
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07686
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07687
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07688
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07689
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07690
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07692
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07693
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07694
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07695
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07696
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07697
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07698
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07699
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07700
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07701
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07702
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07703
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07704
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07705
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07706
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07707
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07708
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07709
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07710
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07711
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07712
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07713
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07714
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07715
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07716
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07717
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07718
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07719
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07720
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07768
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07769
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07770
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07771
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07772
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07773
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07774
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07775
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07776
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07777
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07778
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K08082
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K08083
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K08475
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K08476
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K10125
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K10126
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K10681
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K10682
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K10697
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K10715
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K10909
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K10912
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K10942
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K10943
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11329
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11354
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11355
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11356
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11357
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11383
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11384
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11443
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11444
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11521
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11522
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11526
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11527
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11614
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11615
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11617
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11618
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11623
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11624
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11630
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11633
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11634
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11640
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11641
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11691
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11692
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11711
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11712
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K12294
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K12295
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K13040
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K13041
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K13490
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K13491
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K13532
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K13533
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K13584
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K13587
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K13589
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K13598
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K13599
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K13815
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K13924
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K14978
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K14979
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K14980
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K14981
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K14982
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K14983
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K14986
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K14987
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K14988
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K14989
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K15011
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K15012
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K17060
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K17061
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K18072
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K18073
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K18143
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K18144
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K18344
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K18345
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K18349
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K18350
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K18351
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K18352
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K18444
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K18940
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K18941
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K18986
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K18987
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K19077
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K19078
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K19081
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K19082
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K19609
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K19610
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K19616
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K19621
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K19622
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K19623
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K19641
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K19661
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K19691
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K19692
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K19694
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K20263
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K20264
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K20339
